Volkerak_spuisluizen_gat2_gat3
* Q in miljoen m3 per dag
* period 2010 t/m 2018
*DATUM WAARDE
20180620 0.2611
20180621 0.4068
20180622 1.7025
20180623 0.1737
20180624 0.0138
20180625 0.6791
20180626 2.0112
20180627 3.1195
20180628 1.9065
20180629 1.9817
20180630 3.2739
20180701 3.3095
20180702 2.3165
20180703 2.2442
20180704 1.7698
20180705 3.1574
20180706 2.1382
20180707 2.7919
20180708 2.4068
20180709 1.9193
20180710 2.1488
20180711 2.6978
20180712 1.7496
20180713 1.7135
20180714 3.3676
20180715 5.9383
20180716 3.6466
20180717 4.8845
20180718 2.3447
20180719 1.9599
20180720 4.0532
20180721 3.2099
20180722 4.8439
20180723 4.8754
20180724 1.903
20180725 0.5883
20180726 0.0195
20180727 1.9527
20180728 0.1828
20180729 0.3442
20180730 2.4528
20180731 0.9521
20180801 1.9118
20180802 2.7934
20180803 2.8371
20180804 2.7102
20180805 2.8398
20180806 1.6774
20180807 0.069
20180808 0.8654
20180809 1.4988
20180810 0.1197
20180811 2.1077
20180812 2.6071
20180813 0.5139
20180814 1.5694
20180815 1.2688
20180816 1.9951
20180817 1.4182
20180818 1.481
20180819 1.7404
20180820 1.776
20180821 1.5925
20180822 1.6782
20180823 1.3541
20180824 1.328
20180825 1.5901
20180826 1.0954
20180827 0.2392
20180828 0.4018
20180829 0.7912
20180830 1.8891
20180831 1.8899
20180901 1.5422
20180902 1.3227
20180903 1.5918
20180904 1.9349
20180905 1.9464
20180906 0.7597
20180907 1.221
20180908 1.5536
20180909 3.1995
20180910 3.1176
20180911 2.1604
20180912 1.7785
20180913 1.4211
20180914 2.1632
20180915 1.2783
20180916 0.2119
20180917 0.1961
20180918 0.3381
20180919 0.9256
20180920 0.4269
20180921 0.2981
20180922 0.1787
20180923 0.067
20180924 1.3397
20180925 0.8688
20180926 0.0985
20180927 0.1719
20180928 0.0747
20180929 1.9326
20180930 0.1014
20181001 0.0519
20181002 0.1868
20181003 0.1608
20181004 0.1651
20181005 0.2006
20181006 0.1698
20181007 0.0147
20181008 0.1369
20181009 0.1363
20181010 1.9359
20181011 0.1094
20181012 0.1788
20181013 0.228
20181014 0.7017
20181015 1.2885
20181016 0.1024
20181017 0.121
20181018 1.874
20181019 1.5128
20181020 0.7797
20181021 1.2974
20181022 1.6223
20181023 0.715
20181024 0.7226
20181025 1.2178
20181026 0.2092
20181027 0.5863
20181028 1.7664
20181029 0.0165
20181030 0.3015
20181031 1.4809
20181101 0.7134
20181102 0.107
20181103 0.0376
20181104 0.8075
20181105 0.1876
20181106 0.23
20181107 0.4875
20181108 0.2893
20181109 0.3417
20181110 0.1418
20181111 0.4347
20181112 0.6237
20181113 0.2738
20181114 1.5954
20181115 2.0213
20181116 0.6656
20181117 0.3183
20181118 0.0
20181119 0.0
20181120 0.0
20181121 0.0
20181122 0.0
20181123 5.0339
20181124 0.82
20181125 0.2531
20181126 1.0249
20181127 0.8961
20181128 0.0
20181129 0.0
20181130 0.2768
20181201 4.7229
20181202 1.8985
20181203 0.1178
20181204 0.1334
20181205 0.0263
20181206 0.1081
20181207 0.1869
20181208 0.2674
20181209 0.2489
20181210 0.0743
20181211 0.0042
20181212 1.0252
20181213 1.9525
20181214 1.876
20181215 1.0726
20181216 0.0
20181217 0.8608
20181218 0.7208
20181219 0.308
20181220 0.3126
20181221 1.6652
20181222 1.2107
20181223 0.1382
20181224 0.1806
20181225 0.2422
20181226 0.2243
20181227 0.0819
20181228 0.2192
20181229 0.2014
20181230 0.0776
20181231 0.1253
